Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,User_Count
True Crime: Streets of LA,PS2,2003.0,Action,Activision,3.27,77.0,8.0,94.0
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,3.26,86.0,9.2,111.0
FIFA 16,XOne,2015.0,Sports,Electronic Arts,3.25,84.0,4.4,459.0
Wii Music,Wii,2008.0,Misc,Nintendo,3.25,63.0,4.6,116.0
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,3.24,83.0,5.9,180.0
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,3.23,81.0,7.7,758.0
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,3.23,85.0,7.2,1267.0
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,3.21,88.0,8.7,691.0
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,3.18,91.0,8.6,565.0
Enter the Matrix,PS2,2003.0,Action,Atari,3.18,62.0,8.1,137.0
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,3.18,83.0,8.0,463.0
Dance Central,X360,2010.0,Misc,MTV Games,3.17,82.0,7.6,85.0
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,3.17,89.0,7.7,1010.0
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,3.17,89.0,9.1,95.0
Animal Crossing,GC,2001.0,Simulation,Nintendo,3.15,87.0,8.9,137.0
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,3.14,83.0,6.5,36.0
Spider-Man,PS,2000.0,Action,Activision,3.13,87.0,9.0,107.0
Mario Party 9,Wii,2012.0,Misc,Nintendo,3.13,73.0,6.8,155.0
Sonic Rush,DS,2005.0,Platform,Sega,3.12,82.0,8.5,101.0
Rhythm Heaven,DS,2008.0,Misc,Nintendo,3.11,83.0,9.0,63.0
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,3.11,82.0,7.8,492.0
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,3.11,81.0,7.8,10.0
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,3.1,93.0,8.0,604.0
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,3.1,91.0,8.9,1057.0
Resident Evil 6,PS3,2012.0,Shooter,Capcom,3.1,74.0,5.4,1304.0
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,3.1,96.0,8.9,3143.0
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,3.09,67.0,7.9,71.0
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,3.08,94.0,7.9,46.0
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,3.07,75.0,7.8,22.0
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,3.05,66.0,6.9,106.0
The Sims 4,PC,2014.0,Simulation,Electronic Arts,3.05,70.0,3.9,2057.0
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,3.05,89.0,8.2,892.0
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,3.05,72.0,8.0,16.0
Kung Fu Panda,X360,2008.0,Action,Activision,3.04,75.0,7.4,32.0
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,3.04,93.0,5.8,3725.0
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,3.03,87.0,7.7,2759.0
Saints Row 2,X360,2008.0,Action,THQ,3.03,81.0,8.1,307.0
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,3.02,93.0,8.5,121.0
FIFA 14,PS4,2013.0,Sports,Electronic Arts,3.01,87.0,6.3,616.0
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,3.01,91.0,8.1,1505.0
Far Cry 3,X360,2012.0,Shooter,Ubisoft,3.0,91.0,8.6,1247.0
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,3.0,73.0,7.0,131.0
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,3.0,88.0,7.2,131.0
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,3.0,73.0,9.2,173.0
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,2.99,82.0,6.6,20.0
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,2.99,93.0,9.1,65.0
Devil May Cry,PS2,2001.0,Action,Capcom,2.99,94.0,8.5,466.0
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,2.96,85.0,5.9,2748.0
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.96,84.0,8.1,1886.0
Sonic Heroes,PS2,2003.0,Platform,Sega,2.96,64.0,7.8,94.0
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,2.96,85.0,7.8,78.0
Titanfall,XOne,2014.0,Shooter,Electronic Arts,2.95,86.0,6.4,2658.0
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,2.95,88.0,8.5,572.0
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,87.0,9.0,93.0
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.94,79.0,7.8,4.0
Street Fighter IV,X360,2009.0,Fighting,Capcom,2.94,93.0,7.3,292.0
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,2.93,85.0,8.3,1172.0
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,2.92,76.0,8.8,76.0
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,2.92,78.0,4.3,700.0
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,2.91,91.0,8.7,1692.0
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,2.9,73.0,8.6,30.0
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,2.9,93.0,9.0,45.0
Sega Superstars Tennis,X360,2008.0,Sports,Sega,2.89,67.0,6.8,18.0
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,2.89,85.0,8.9,16.0
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,2.89,61.0,5.3,23.0
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,2.89,76.0,7.7,69.0
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,2.89,83.0,7.4,179.0
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.86,81.0,5.8,179.0
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.86,87.0,8.7,111.0
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,2.85,83.0,7.8,1530.0
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,8.4,494.0
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.83,85.0,6.1,90.0
BioShock,X360,2007.0,Shooter,Take-Two Interactive,2.83,96.0,8.9,2249.0
Metroid Prime,GC,2002.0,Shooter,Nintendo,2.82,97.0,9.3,747.0
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,2.82,90.0,8.2,791.0
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,2.81,75.0,7.5,286.0
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,2.79,80.0,7.9,2944.0
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.79,89.0,8.6,39.0
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,87.0,8.2,241.0
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,2.78,89.0,7.2,301.0
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,2.78,81.0,5.6,31.0
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.78,89.0,7.5,4926.0
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,7.7,836.0
The Sims,PS2,2003.0,Simulation,Electronic Arts,2.77,83.0,7.7,46.0
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.77,84.0,7.9,942.0
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,2.77,73.0,6.7,389.0
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,2.76,81.0,7.4,67.0
Saints Row: The Third,X360,2011.0,Action,THQ,2.76,84.0,7.6,490.0
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,2.75,79.0,7.4,211.0
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,2.73,69.0,6.6,174.0
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,2.7,95.0,9.1,314.0
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,2.7,86.0,8.2,56.0
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,2.7,89.0,7.8,893.0
Call of Duty 3,X360,2006.0,Shooter,Activision,2.7,82.0,6.5,233.0
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.69,78.0,5.9,94.0
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,2.69,84.0,9.0,41.0
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,2.69,73.0,6.8,2102.0
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.69,84.0,5.7,120.0
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,2.68,93.0,9.1,271.0
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,2.67,79.0,7.7,18.0
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,2.67,83.0,8.7,52.0
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,2.67,77.0,8.2,69.0
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,2.67,92.0,8.6,80.0
Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,2.66,85.0,8.5,268.0
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,2.66,85.0,6.3,171.0
FIFA 17,XOne,2016.0,Sports,Electronic Arts,2.65,84.0,5.5,201.0
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,2.65,89.0,7.7,102.0
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,2.65,84.0,6.9,113.0
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,2.65,71.0,7.9,47.0
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,2.63,79.0,6.6,707.0
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.63,78.0,7.8,21.0
Skate 3,X360,2010.0,Sports,Electronic Arts,2.63,80.0,8.0,127.0
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,90.0,8.2,84.0
Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,2.62,82.0,7.2,454.0
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.62,90.0,7.7,134.0
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,2.62,90.0,7.5,133.0
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,2.61,74.0,6.7,288.0
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,2.61,71.0,7.6,49.0
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,2.6,91.0,8.7,529.0
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.59,84.0,8.1,44.0
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,2.58,79.0,8.0,124.0
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,2.58,87.0,7.5,108.0
Style Savvy,DS,2008.0,Simulation,Nintendo,2.58,73.0,7.7,7.0
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,2.58,80.0,8.6,57.0
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,2.57,80.0,7.4,114.0
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.57,78.0,7.8,17.0
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,2.57,72.0,8.7,83.0
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,2.56,73.0,8.3,179.0
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.56,83.0,5.5,101.0
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,2.56,86.0,7.9,725.0
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,2.54,73.0,8.0,89.0
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,2.54,87.0,7.8,98.0
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.53,83.0,7.0,125.0
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,2.52,80.0,7.9,46.0
Art Academy,DS,2010.0,Misc,Nintendo,2.52,75.0,8.0,5.0
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.52,87.0,4.9,150.0
Skylanders Giants,Wii,2012.0,Action,Activision,2.52,78.0,7.0,20.0
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,2.5,50.0,5.4,16.0
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.5,82.0,7.5,120.0
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,2.49,79.0,8.8,96.0
Game Party,Wii,2007.0,Misc,Midway Games,2.48,25.0,4.3,26.0
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,2.48,92.0,8.6,6383.0
Mario Party 4,GC,2002.0,Misc,Nintendo,2.47,70.0,7.4,74.0
Pure,X360,2008.0,Racing,Disney Interactive Studios,2.47,85.0,7.7,83.0
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,2.47,90.0,8.0,99.0
Saints Row: The Third,PS3,2011.0,Action,THQ,2.47,82.0,7.7,384.0
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,2.46,87.0,6.1,1889.0
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,2.45,83.0,7.0,291.0
Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,2.45,83.0,8.2,190.0
Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,2.45,82.0,8.2,100.0
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,2.43,81.0,8.4,42.0
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,79.0,8.0,34.0
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,2.42,78.0,3.1,290.0
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.42,84.0,6.1,124.0
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,2.42,82.0,7.8,176.0
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,2.42,73.0,7.9,39.0
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,2.41,66.0,8.2,92.0
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,2.41,77.0,6.8,85.0
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.41,82.0,8.4,53.0
Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,2.41,62.0,6.2,34.0
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,2.4,82.0,8.1,487.0
Guitar Hero,PS2,2005.0,Misc,RedOctane,2.38,91.0,8.7,173.0
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.38,83.0,6.1,68.0
Dead Island,X360,2011.0,Action,Deep Silver,2.37,71.0,6.9,627.0
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.37,96.0,9.1,8665.0
The Incredibles,PS2,2004.0,Action,THQ,2.37,62.0,7.6,22.0
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,2.37,85.0,6.4,108.0
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,2.37,83.0,8.8,55.0
Zumba Fitness,X360,2010.0,Sports,505 Games,2.37,42.0,5.5,16.0
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.37,85.0,6.8,58.0
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,2.35,81.0,8.5,142.0
Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,2.35,73.0,2.9,67.0
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,THQ,2.34,71.0,7.2,31.0
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,2.34,89.0,9.0,478.0
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,2.34,84.0,8.4,189.0
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,2.34,86.0,6.2,115.0
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,2.34,66.0,6.5,39.0
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,2.31,84.0,9.1,51.0
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,2.31,86.0,8.5,28.0
Guild Wars 2,PC,2012.0,Action,NCSoft,2.31,90.0,7.9,2954.0
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,2.3,75.0,5.6,382.0
Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.29,76.0,7.7,668.0
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,2.29,80.0,6.7,87.0
Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,2.28,77.0,8.7,27.0
Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,2.28,78.0,6.7,76.0
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,2.28,82.0,6.9,20.0
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.2,6.0
The Sims 3,X360,2010.0,Simulation,Electronic Arts,2.28,76.0,7.1,71.0
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,2.28,68.0,8.2,27.0
Dead Island,PS3,2011.0,Action,Deep Silver,2.27,71.0,6.6,405.0
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,2.27,81.0,8.9,54.0
Wario Land 4,GBA,2001.0,Platform,Nintendo,2.26,88.0,8.9,42.0
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,2.26,80.0,8.6,43.0
Far Cry: Primal,PS4,2016.0,Action,Ubisoft,2.26,76.0,6.3,635.0
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,2.25,87.0,8.2,440.0
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,2.25,84.0,9.0,52.0
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,2.25,87.0,9.4,306.0
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,2.25,79.0,5.5,56.0
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,2.25,80.0,7.5,914.0
Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,2.24,83.0,7.8,52.0
Sonic Advance,GBA,2001.0,Platform,Sega,2.24,87.0,8.1,48.0
Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,2.24,74.0,5.7,72.0
New Super Luigi U,WiiU,2013.0,Platform,Nintendo,2.24,77.0,7.9,288.0
Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,2.23,74.0,8.0,13.0
Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,2.23,79.0,8.0,139.0
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,2.23,80.0,5.6,136.0
Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,2.23,91.0,8.2,858.0
Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,2.22,92.0,8.8,204.0
Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,2.22,84.0,8.6,219.0
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.22,80.0,7.6,127.0
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,2.21,73.0,7.3,480.0
Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,2.21,71.0,6.6,233.0
Guitar Hero II,X360,2007.0,Misc,Activision,2.2,92.0,8.1,220.0
Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,2.2,79.0,5.9,1095.0
Rock Band 2,X360,2008.0,Misc,Electronic Arts,2.2,92.0,8.3,156.0
Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,2.2,88.0,7.0,206.0
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,2.2,80.0,7.9,16.0
BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,2.2,88.0,8.2,573.0
Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,2.19,94.0,9.2,317.0
Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,2.19,81.0,6.1,208.0
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,2.19,80.0,6.6,132.0
Saints Row,X360,2006.0,Action,THQ,2.18,81.0,7.5,211.0
ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,2.18,82.0,8.9,28.0
FIFA 15,XOne,2014.0,Sports,Electronic Arts,2.18,82.0,5.4,347.0
Tom Clancy's The Division,XOne,2016.0,Shooter,Ubisoft,2.16,80.0,6.9,614.0
Final Fantasy XIII,X360,2010.0,Role-Playing,Square Enix,2.16,82.0,6.3,539.0
The Sims: House Party,PC,2001.0,Simulation,Electronic Arts,2.16,74.0,7.9,30.0
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.16,79.0,7.6,110.0
Sonic Unleashed,Wii,2008.0,Platform,Sega,2.16,66.0,7.3,136.0
Pokemon Ranger,DS,2006.0,Role-Playing,Nintendo,2.15,69.0,7.6,50.0
Overwatch,PS4,2016.0,Shooter,Activision,2.14,90.0,6.1,1358.0
Hitman: Absolution,PS3,2012.0,Action,Square Enix,2.14,83.0,7.5,511.0
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,2.13,64.0,7.5,30.0
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,2.13,77.0,9.0,20.0
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,2.13,87.0,7.8,212.0
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,2.12,62.0,5.2,54.0
Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,2.12,85.0,8.2,28.0
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,2.11,90.0,6.7,127.0
Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,2.11,89.0,8.5,92.0
Dynasty Warriors 4,PS2,2003.0,Action,Tecmo Koei,2.11,78.0,9.3,201.0
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,2.11,84.0,4.9,142.0
Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,2.1,81.0,8.9,89.0
Tetris DS,DS,2006.0,Puzzle,Nintendo,2.1,84.0,8.7,44.0
Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,2.1,73.0,5.0,845.0
Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.1,86.0,8.3,382.0
Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,2.09,83.0,7.9,427.0
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,2.09,84.0,9.0,212.0
NBA 2K11,X360,2010.0,Action,Take-Two Interactive,2.09,89.0,8.1,100.0
Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2.09,74.0,7.9,1287.0
Dead Rising,X360,2006.0,Action,Capcom,2.08,85.0,7.6,520.0
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,2.08,90.0,5.6,953.0
Tetris Worlds,PS2,2002.0,Puzzle,THQ,2.08,44.0,6.2,11.0
Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,2.08,77.0,7.1,136.0
Mario Party 5,GC,2003.0,Misc,Nintendo,2.08,69.0,8.2,57.0
Portal 2,X360,2011.0,Shooter,Valve Software,2.08,95.0,8.5,997.0
Mario Sports Mix,Wii,2010.0,Sports,Nintendo,2.08,64.0,7.1,34.0
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,2.07,72.0,7.8,54.0
The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,2.07,49.0,5.2,24.0
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,Konami Digital Entertainment,2.07,73.0,7.1,27.0
DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,2.07,71.0,6.1,1571.0
UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,2.06,83.0,7.9,51.0
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,2.06,89.0,8.9,443.0
R4: Ridge Racer Type 4,PS,1998.0,Racing,Namco Bandai Games,2.06,88.0,9.2,21.0
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,2.06,82.0,8.6,208.0
SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,2.06,92.0,8.8,120.0
Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,2.05,72.0,7.1,78.0
Sonic Mega Collection,GC,2002.0,Misc,Infogrames,2.05,75.0,8.8,41.0
Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,2.05,59.0,5.9,71.0
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,2.04,72.0,9.0,34.0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,2.04,82.0,8.2,68.0
Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts,2.04,73.0,6.0,43.0
Donkey Kong Country,GBA,2003.0,Platform,Nintendo,2.04,78.0,8.9,53.0
Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,2.04,86.0,8.2,63.0
Carnival Games,DS,2008.0,Misc,Take-Two Interactive,2.03,48.0,3.3,4.0
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,2.03,86.0,7.7,41.0
Call of Duty 2,X360,2005.0,Shooter,Activision,2.03,89.0,8.1,307.0
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,2.03,73.0,7.7,29.0
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,Nintendo,2.02,62.0,8.1,97.0
Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,2.02,89.0,8.7,1397.0
Just Dance 3,X360,2011.0,Misc,Ubisoft,2.02,70.0,7.7,17.0
Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,2.02,81.0,6.6,480.0
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,2.01,92.0,9.1,1130.0
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,2.01,64.0,6.4,182.0
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,2.01,89.0,7.4,1984.0
Dead Space,PS3,2008.0,Action,Electronic Arts,2.0,88.0,8.8,545.0
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,Midway Games,2.0,76.0,7.1,107.0
